molecule_chembl_id,canonical_smiles,pAffinity,MW,logP,TPSA,HBD,HBA,RotB,AromR,QED,scaffold,peptide_like
CHEMBL3319218,C#Cc1ccc(Cl)c(C(=O)NC(=O)Nc2nc3ccc(S(=O)(=O)CCCN4CCN(C)CC4)cc3s2)c1,8.292429823902063,560.1010000000005,3.304100000000002,111.70999999999998,2,8,7,3,0.4271464179295192,O=C(NC(=O)c1ccccc1)Nc1nc2ccc(S(=O)(=O)CCCN3CCNCC3)cc2s1,False
CHEMBL4294083,C#Cc1ccc([C@H](C)NC(=O)N(C)C2CCN(C3CCc4cc(-c5cc(C)ncn5)ccc43)CC2)c(Cl)c1Cl,6.806875401645538,562.5450000000003,6.594420000000007,61.36000000000001,1,4,5,3,0.35651141887573023,O=C(NCc1ccccc1)NC1CCN(C2CCc3cc(-c4ccncn4)ccc32)CC1,False
CHEMBL4295148,C#Cc1ccc([C@H](C)NC(=O)N(C)C2CCN(C3CCc4cc(C)ccc43)CC2)c(Cl)c1Cl,6.97469413473523,484.47100000000034,6.137420000000007,35.580000000000005,1,2,4,2,0.5297075578983139,O=C(NCc1ccccc1)NC1CCN(C2CCc3ccccc32)CC1,False
CHEMBL2310890,C/C=C/C=C/C=C/C(=O)OC[C@H](NC(=O)[C@H](CO)NC(=O)CN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C(C)C,9.008773924307505,3364.8699999999963,-16.202300000000122,1473.769999999999,45,48,114,2,0.007301487803503773,O=C(CCc1ccccc1)NCC(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1c[nH]cn1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1,True
CHEMBL4780843,C=CC(=O)NCC(=O)N[C@H](Cc1c[nH]c2ccccc12)c1nnc(CCc2ccccc2)n1Cc1ccc(OC)cc1,8.397940008672037,562.6740000000003,4.303700000000003,113.93000000000002,3,5,13,5,0.1852397579790011,c1ccc(CCc2nnc(CCc3c[nH]c4ccccc34)n2Cc2ccccc2)cc1,True
CHEMBL2164500,C=CCN1CCN(CC(=O)NC2(c3ccc(Cl)c(Cl)c3)C(=O)Nc3cc(Cl)cc(Cl)c32)CC1,7.16871551653337,528.2670000000002,4.415700000000004,64.67999999999999,2,4,6,2,0.5458116732938255,O=C(CN1CCNCC1)NC1(c2ccccc2)C(=O)Nc2ccccc21,False
CHEMBL3586031,CC(=O)N1CC=C(c2cnc(NCc3ccc4c(c3)OCO4)c(C(=O)NC[C@H]3COc4ccccc4O3)c2)CC1,7.376750709602099,542.5920000000002,3.6278000000000024,111.25000000000003,2,8,7,3,0.4658494244048221,O=C(NCC1COc2ccccc2O1)c1cc(C2=CCNCC2)cnc1NCc1ccc2c(c1)OCO2,False
CHEMBL3593632,CC(=O)N1C[C@@H]2C=C(c3cnc(NCc4ccc5c(c4)OCC5)c(C(=O)NC[C@H]4COc5ccccc5O4)c3)C[C@H]1CC2,9.4089353929735,580.6850000000002,4.612600000000004,102.02000000000001,2,7,7,3,0.42087021560009313,O=C(NCC1COc2ccccc2O1)c1cc(C2=CC3CCC(C2)NC3)cnc1NCc1ccc2c(c1)OCC2,False
CHEMBL3586032,CC(=O)N1[C@@H]2CC[C@H]1C=C(c1cnc(NCc3ccc4c(c3)OCC4)c(C(=O)NC[C@H]3COc4ccccc4O3)c1)C2,8.26318353656308,566.6580000000004,4.365000000000003,102.02000000000001,2,7,7,3,0.4381536127458162,O=C(NCC1COc2ccccc2O1)c1cc(C2=CC3CCC(C2)N3)cnc1NCc1ccc2c(c1)OCC2,False
CHEMBL3578018,CC(=O)NC(CNC(=O)CCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1cccc2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O,7.151227714264519,2985.589999999994,-3.8747899999999205,1155.46,42,35,97,8,0.009849319380499313,O=C(CCC(=O)NCC(=O)NCC(=O)NC(Cc1cccc2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)NCCc1c[nH]c2ccccc12)NCCC(=O)NCC(=O)NCC(=O)NC(Cc1cnc[nH]1)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCCc1ccccc1,True
CHEMBL3578017,CC(=O)NC(CNC(=O)CCC(=O)N[C@@H](CCCCN)C(=O)N[C@H](Cc1cccc2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O,7.011398655895298,2857.414999999995,-3.488589999999888,1100.34,40,33,91,8,0.009994576950638346,O=C(CCC(=O)NCC(=O)NC(Cc1cccc2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)NCCc1c[nH]c2ccccc12)NCCC(=O)NCC(=O)NCC(=O)NC(Cc1cnc[nH]1)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCCc1ccccc1,True
CHEMBL3578016,CC(=O)N[C@@H](CCCCNC(=O)CCCCCNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O,7.108409804268078,2928.537999999995,-2.845289999999889,1126.36,41,34,97,8,0.010366384008495141,O=C(CCCCCNC(=O)CNC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccccc1)NC(=O)CCc1cccc2ccccc12)NCCCCCC(=O)NCC(=O)NCC(=O)NC(Cc1cnc[nH]1)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCCc1ccccc1,True
CHEMBL3578015,CC(=O)N[C@@H](CCCCNC(=O)CCNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O,6.899819110668876,2886.4569999999953,-4.0155899999998965,1126.36,41,34,94,8,0.009808149733413875,O=C(CCNC(=O)CNC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccccc1)NC(=O)CCc1cccc2ccccc12)NCCCCCC(=O)NCC(=O)NCC(=O)NC(Cc1cnc[nH]1)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCCc1ccccc1,True
CHEMBL19220,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)C(C)(C)N,6.028189437273524,488.59200000000027,2.234899999999999,144.9,6,4,9,4,0.2007120693441448,O=C(CCc1c[nH]c2ccccc12)NCCc1c[nH]c2ccccc12,False
CHEMBL279822,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)C(C)(C)N(C)C,7.026675633046661,516.6460000000003,2.8378000000000005,122.11999999999999,5,4,10,4,0.20812788213268418,O=C(CCc1c[nH]c2ccccc12)NCCc1c[nH]c2ccccc12,True
CHEMBL434391,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)C1(N)CCNCC1,6.09312646527793,529.6450000000002,1.5785000000000005,156.93,7,5,9,4,0.16391644929476393,O=C(NC(Cc1c[nH]c2ccccc12)C(=O)NCCc1c[nH]c2ccccc12)C1CCNCC1,True
CHEMBL18815,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)C1CCNCC1,6.09312646527793,514.6300000000002,2.4971999999999994,130.91,6,4,9,4,0.19167148936824538,O=C(NC(Cc1c[nH]c2ccccc12)C(=O)NCCc1c[nH]c2ccccc12)C1CCNCC1,True
CHEMBL211581,CC(=O)Nc1ccc(-c2c(N)nc(N)nc2COCc2ccccc2)cc1,5.6439741428068775,363.42100000000005,2.983200000000001,116.15,3,6,6,3,0.619836325363629,c1ccc(COCc2ncncc2-c2ccccc2)cc1,False
CHEMBL489401,CC(=O)Nc1ccc(N(C[C@H]2CCCN2)C(=O)C(C)Oc2cccc(Cl)c2)cc1,6.585026652029182,415.92100000000005,3.850900000000002,70.67,2,4,7,2,0.7201115656053858,O=C(COc1ccccc1)N(CC1CCCN1)c1ccccc1,False
CHEMBL491044,CC(=O)Nc1ccc(N(C[C@H]2CCCN2)C(=O)[C@H](C)Oc2cccc(Cl)c2)cc1,6.6020599913279625,415.92100000000005,3.850900000000002,70.67,2,4,7,2,0.7201115656053858,O=C(COc1ccccc1)N(CC1CCCN1)c1ccccc1,False
CHEMBL205470,CC(=O)c1ccc(CNc2ccc(-c3c(N)nc(N)nc3COCc3ccccc3)cc2)cc1,8.460409376976187,453.54600000000016,4.839500000000003,116.15,3,7,9,4,0.3105420246453869,c1ccc(CNc2ccc(-c3cncnc3COCc3ccccc3)cc2)cc1,False
CHEMBL208374,CC(C)(C)CNc1ccc(-c2c(N)nc(N)nc2COCc2ccccc2)cc1,6.664413578642458,391.5190000000001,4.482800000000003,99.08,3,6,7,3,0.5489786361241745,c1ccc(COCc2ncncc2-c2ccccc2)cc1,False
CHEMBL212761,CC(C)(C)NC(=O)Nc1ccc(-c2c(N)nc(N)nc2COCc2ccccc2)cc1,8.154901959985743,420.51700000000017,3.9448000000000016,128.18,4,6,6,3,0.4780123078748689,c1ccc(COCc2ncncc2-c2ccccc2)cc1,False
CHEMBL206638,CC(C)(C)c1nc(N)nc(N)c1-c1ccc(NCc2ccc(S(C)(=O)=O)cc2)cc1,7.958607314841775,425.55800000000016,3.621100000000002,123.98999999999998,3,7,5,3,0.57007338293048,c1ccc(CNc2ccc(-c3cncnc3)cc2)cc1,False
CHEMBL331801,CC(C)(N)C(=O)N[C@H](COCc1ccc(F)c(F)c1)C(=O)N1CCC2=NN(C(C)(C)C)C(=O)C2(Cc2ccccc2)C1,9.468521082957745,583.6800000000004,3.1616000000000026,117.33000000000001,2,6,9,2,0.47053752252322323,O=C(CCOCc1ccccc1)N1CCC2=NNC(=O)C2(Cc2ccccc2)C1,True
CHEMBL325062,CC(C)(N)C(=O)N[C@H](COCc1ccc(F)c(F)c1)C(=O)N1CCC2=NN(CC(F)(F)F)C(=O)C2(Cc2ccccc2)C1,9.346787486224656,609.5960000000001,2.9254000000000016,117.33000000000001,2,6,10,2,0.4021809650544408,O=C(CCOCc1ccccc1)N1CCC2=NNC(=O)C2(Cc2ccccc2)C1,True
CHEMBL109980,CC(C)(N)C(=O)N[C@H](COCc1ccc(F)cc1F)C(=O)N1CCC2=NN(CC(F)(F)F)C(=O)[C@]2(Cc2ccccn2)C1,8.301029995663981,610.5840000000001,2.3204000000000002,130.22000000000003,2,7,10,2,0.39756483963270445,O=C(CCOCc1ccccc1)N1CCC2=NNC(=O)C2(Cc2ccccn2)C1,True
CHEMBL320289,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(=O)(=O)CC(=O)NCCCCCCNC(=O)CCCC[C@@H]1SCC3NC(=O)NC31)c1ccccc12,9.698970004336019,897.1779999999997,2.6541000000000086,221.36999999999998,6,10,22,2,0.07498171594783737,O=C(CCCCC1SCC2NC(=O)NC21)NCCCCCCNC(=O)CS(=O)(=O)N1CC2(CCN(C(=O)CCOCc3ccccc3)CC2)c2ccccc21,True
CHEMBL13817,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12,9.119186407719209,528.6750000000004,1.7653000000000019,122.03999999999999,2,6,8,2,0.538586397324706,O=C(CCOCc1ccccc1)N1CCC2(CC1)CNc1ccccc12,False
CHEMBL271082,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnn(C(/C=C/c2ccccc2)CC#N)n1,5.972114038253065,459.55400000000014,2.95268,131.74,2,7,11,3,0.45043938362417996,C(=Cc1ccccc1)Cn1nnc(CCOCc2ccccc2)n1,False
CHEMBL402808,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnn(C(CC#N)CCc2ccccc2)n1,5.498131906431288,461.5700000000002,2.8720800000000004,131.74,2,7,12,3,0.4237516502705551,c1ccc(CCCn2nnc(CCOCc3ccccc3)n2)cc1,False
CHEMBL235135,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnn(CCCc2ccccc2NS(C)(=O)=O)n1,5.621602099051863,515.6400000000002,1.7887999999999993,154.12,3,8,13,3,0.31125496555068866,c1ccc(CCCn2nnc(CCOCc3ccccc3)n2)cc1,True
CHEMBL438154,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnn(CCc2cc3ccccc3n2S(C)(=O)=O)n1,5.896196279044043,525.6350000000002,1.7895999999999987,147.01999999999998,2,8,11,4,0.3012369386874847,c1ccc(COCCc2nnn(CCc3cc4ccccc4[nH]3)n2)cc1,True
CHEMBL399625,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnn(CCc2ccccc2NS(C)(=O)=O)n1,5.575118363368933,501.6130000000002,1.3986999999999996,154.12,3,8,12,3,0.3364326756870468,c1ccc(CCn2nnc(CCOCc3ccccc3)n2)cc1,True
CHEMBL237058,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnn(Cc2ccccc2)n1,5.323306390375134,394.4790000000001,1.8327999999999984,107.95,2,6,9,3,0.5732486439509943,c1ccc(COCCc2nnn(Cc3ccccc3)n2)cc1,False
CHEMBL404336,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1C(/C=C/c1ccccc1)CC#N,7.026675633046661,459.55400000000014,2.95268,131.74,2,7,11,3,0.45043938362417996,C(=Cc1ccccc1)Cn1nnnc1CCOCc1ccccc1,False
CHEMBL403180,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1C(CC#N)CCc1ccccc1,6.5303901820725905,461.5700000000002,2.8720800000000004,131.74,2,7,12,3,0.4237516502705551,c1ccc(CCCn2nnnc2CCOCc2ccccc2)cc1,False
CHEMBL256235,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1C(CC#N)COc1ccccc1F,6.951059127643066,481.5320000000002,2.4573799999999997,140.97,2,8,12,3,0.40186248101171684,c1ccc(COCCc2nnnn2CCOc2ccccc2)cc1,False
CHEMBL238155,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1C/C=C/c1ccccc1,6.721246399047171,420.5170000000001,2.4978999999999996,107.95000000000002,2,6,10,3,0.5217284143106462,C(=Cc1ccccc1)Cn1nnnc1CCOCc1ccccc1,False
CHEMBL391510,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1CC#N,5.379863945026242,343.3910000000001,0.3080799999999999,131.74,2,7,8,2,0.704574962202118,c1ccc(COCCc2nnn[nH]2)cc1,False
CHEMBL402086,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1CC(C#N)Cc1ccccc1,6.525783735923745,447.5430000000002,2.166979999999999,131.74,2,7,11,3,0.46026790574349574,c1ccc(CCCn2nnnc2CCOCc2ccccc2)cc1,False
CHEMBL237717,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1CC1CN(S(C)(=O)=O)c2ccccc21,5.798602875679549,513.6240000000003,1.3479000000000005,145.33,2,8,10,3,0.41316794999747425,c1ccc(COCCc2nnnn2CC2CNc3ccccc32)cc1,True
CHEMBL236038,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1CCC#N,5.531652669587842,357.4180000000001,0.6981799999999996,131.74,2,7,9,2,0.6747879740172893,c1ccc(COCCc2nnn[nH]2)cc1,False
CHEMBL235011,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1CCC(=O)NCCCc1ccccc1,6.086186147616283,493.6120000000003,1.9236000000000002,137.05,3,7,14,3,0.2918399508856723,O=C(CCn1nnnc1CCOCc1ccccc1)NCCCc1ccccc1,False
CHEMBL236513,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1CCC(=O)NCCc1ccccc1,6.107905397309519,479.58500000000026,1.5335000000000003,137.05,3,7,13,3,0.3380640021384813,O=C(CCn1nnnc1CCOCc1ccccc1)NCCc1ccccc1,False
CHEMBL393321,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1CCC(=O)NCc1ccccc1,5.97061622231479,465.5580000000002,1.491,137.05,3,7,12,3,0.3684706310723229,O=C(CCn1nnnc1CCOCc1ccccc1)NCc1ccccc1,False
CHEMBL270851,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1CCC(C#N)c1ccccc1,6.213958789757446,447.5430000000002,2.481979999999999,131.74,2,7,11,3,0.4613917795387039,c1ccc(CCCn2nnnc2CCOCc2ccccc2)cc1,False
CHEMBL237927,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1CCCCC#N,5.505845405981557,385.4720000000002,1.4783799999999987,131.74,2,7,11,2,0.5598784801522043,c1ccc(COCCc2nnn[nH]2)cc1,False
CHEMBL237926,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1CCCCCNC(=O)OCc1ccccc1,6.494850021680094,523.6380000000004,2.8811999999999998,146.28,3,8,15,3,0.2578028773703155,O=C(NCCCCCn1nnnc1CCOCc1ccccc1)OCc1ccccc1,True
CHEMBL237933,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1CCCc1ccccc1,6.698970004336019,422.5330000000002,2.417299999999999,107.95000000000002,2,6,11,3,0.4913015153455985,c1ccc(CCCn2nnnc2CCOCc2ccccc2)cc1,False
CHEMBL392077,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1CCc1cc2ccccc2n1S(C)(=O)=O,6.013228265733755,525.6350000000002,1.7895999999999987,147.02,2,8,11,4,0.3012369386874847,c1ccc(COCCc2nnnn2CCc2cc3ccccc3[nH]2)cc1,True
CHEMBL237507,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1CCc1ccccc1NS(C)(=O)=O,5.657577319177793,501.6130000000002,1.3987000000000005,154.12,3,8,12,3,0.3364326756870468,c1ccc(CCn2nnnc2CCOCc2ccccc2)cc1,True
CHEMBL237925,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1CCc1nnn[nH]1,5.301029995663981,400.4470000000001,-0.4596999999999995,162.41,3,9,10,3,0.4084874796195512,c1ccc(COCCc2nnnn2CCc2nnn[nH]2)cc1,False
CHEMBL391428,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1Cc1ccccc1,5.721246399047171,394.4790000000001,1.8327999999999989,107.95000000000002,2,6,9,3,0.5732486439509943,c1ccc(COCCc2nnnn2Cc2ccccc2)cc1,False
CHEMBL236858,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1Cc1ccccc1NS(C)(=O)=O,5.351639989019068,487.5860000000002,1.2043,154.12,3,8,11,3,0.36452974240856917,c1ccc(COCCc2nnnn2Cc2ccccc2)cc1,False
CHEMBL272085,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1[C@@H](CC#N)COc1ccccc1,6.7055337738384075,463.5420000000002,2.318279999999999,140.97,2,8,12,3,0.4168114204347137,c1ccc(COCCc2nnnn2CCOc2ccccc2)cc1,False
CHEMBL410060,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1[C@@H](CC#N)COc1ccccc1O,6.619788758288394,479.5410000000002,2.0238799999999997,161.2,3,9,12,3,0.35275117902778946,c1ccc(COCCc2nnnn2CCOc2ccccc2)cc1,False
CHEMBL270876,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1[C@@H](CC#N)COc1ccccn1,6.298432014944073,464.5300000000002,1.713279999999999,153.86,2,9,12,3,0.4074960083254867,c1ccc(COCCc2nnnn2CCOc2ccccn2)cc1,False
CHEMBL404545,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1[C@H](CC#N)COc1ccccc1,8.1249387366083,463.5420000000002,2.318279999999999,140.97,2,8,12,3,0.4168114204347137,c1ccc(COCCc2nnnn2CCOc2ccccc2)cc1,False
CHEMBL270666,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1[C@H](CC#N)COc1ccccc1O,8.244125144327509,479.5410000000002,2.0238799999999997,161.2,3,9,12,3,0.35275117902778946,c1ccc(COCCc2nnnn2CCOc2ccccc2)cc1,False
CHEMBL271876,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1[C@H](CC#N)COc1ccccn1,7.3979400086720375,464.5300000000002,1.713279999999999,153.86,2,9,12,3,0.4074960083254867,c1ccc(COCCc2nnnn2CCOc2ccccn2)cc1,False
CHEMBL417092,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC(=O)C1CCCCN1,7.301551775428738,557.6990000000001,2.3571,156.92999999999998,7,5,10,4,0.14905974230222743,O=C(CCc1c[nH]c2ccccc12)NC(Cc1c[nH]c2ccccc12)NC(=O)C1CCCCN1,True
CHEMBL278623,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,7.275129703110357,474.56500000000017,1.8447999999999996,144.89999999999998,6,4,10,4,0.15385344754641514,O=C(CCc1c[nH]c2ccccc12)NCCc1c[nH]c2ccccc12,False
CHEMBL375102,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c1nnc(CCCc2c[nH]c3ccccc23)n1CCc1c[nH]c2ccccc12,7.853871964321762,612.7820000000004,6.277300000000005,133.2,5,4,12,7,0.11110835810824608,c1ccc2c(CCCc3nnc(CCc4c[nH]c5ccccc45)n3CCc3c[nH]c4ccccc34)c[nH]c2c1,True
CHEMBL223725,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c1nnc(CCCc2c[nH]c3ccccc23)n1CCc1ccccc1,7.958607314841775,573.7450000000005,5.796000000000005,117.41,4,4,12,6,0.14809796626140057,c1ccc(CCn2c(CCCc3c[nH]c4ccccc34)nnc2CCc2c[nH]c3ccccc23)cc1,True
CHEMBL376735,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c1nnc(CCCc2c[nH]c3ccccc23)n1Cc1ccc(Br)cc1,6.823908740944319,638.6140000000004,6.364100000000005,117.41,4,4,11,6,0.13209669876623542,c1ccc(Cn2c(CCCc3c[nH]c4ccccc34)nnc2CCc2c[nH]c3ccccc23)cc1,True
CHEMBL374920,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c1nnc(CCCc2c[nH]c3ccccc23)n1Cc1cccc2ccccc12,6.853871964321762,609.7780000000004,6.754800000000006,117.41,4,4,11,7,0.12971179601414015,c1ccc2c(Cn3c(CCCc4c[nH]c5ccccc45)nnc3CCc3c[nH]c4ccccc34)cccc2c1,True
CHEMBL375162,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c1nnc(CCCc2c[nH]c3ccccc23)n1Cc1ccccc1,7.481486060122112,559.7180000000004,5.601600000000005,117.41,4,4,11,6,0.1652400302386188,c1ccc(Cn2c(CCCc3c[nH]c4ccccc34)nnc2CCc2c[nH]c3ccccc23)cc1,True
