Gene	Gene name	Cell type	nCPM
ENSG00000177669	MBOAT4	epididymal clear cells	0.0
ENSG00000177669	MBOAT4	epididymal efferent duct absorptive cells	0.2
ENSG00000177669	MBOAT4	epididymal efferent duct ciliated cells	0.0
ENSG00000177669	MBOAT4	epididymal principal cells	0.0
ENSG00000177669	MBOAT4	erythrocyte progenitors	0.6
ENSG00000177669	MBOAT4	erythrocytes	0.2
ENSG00000177669	MBOAT4	esophageal apical cells	0.3
ENSG00000177669	MBOAT4	esophageal basal cells	0.1
ENSG00000177669	MBOAT4	esophageal suprabasal cells	0.1
ENSG00000177669	MBOAT4	extravillous trophoblasts	0.1
ENSG00000177669	MBOAT4	fallopian secretory cells	0.1
ENSG00000177669	MBOAT4	fallopian tube ciliated cells	5.4
ENSG00000177669	MBOAT4	fibro-adipogenic progenitors	0.7
ENSG00000177669	MBOAT4	fibroblasts	0.4
ENSG00000177669	MBOAT4	foveolar cells	0.0
ENSG00000177669	MBOAT4	gastric chief cells	0.0
ENSG00000177669	MBOAT4	gastric progenitor cells	1.3
ENSG00000177669	MBOAT4	goblet cells	0.3
ENSG00000177669	MBOAT4	gonadotrophs	0.3
ENSG00000177669	MBOAT4	granulosa cells	0.0
ENSG00000177669	MBOAT4	hematopoietic stem cells	1.5
ENSG00000177669	MBOAT4	hepatic stellate cells	0.0
ENSG00000177669	MBOAT4	hepatocytes	0.1
ENSG00000177669	MBOAT4	hofbauer cells	0.3
ENSG00000177669	MBOAT4	innate lymphoid cells	4.1
ENSG00000177669	MBOAT4	kupffer cells	2.0
ENSG00000177669	MBOAT4	lacrimal acinar cells	0.0
ENSG00000177669	MBOAT4	lactotrophs	0.2
ENSG00000177669	MBOAT4	late primary spermatocytes	0.8
ENSG00000177669	MBOAT4	late spermatids	1.1
ENSG00000177669	MBOAT4	leydig cells	0.2
ENSG00000177669	MBOAT4	loop of henle epithelial cells	0.1
ENSG00000177669	MBOAT4	lymphatic endothelial cells	0.5
ENSG00000177669	MBOAT4	macrophages	1.1
ENSG00000177669	MBOAT4	mast cells	2.9
ENSG00000177669	MBOAT4	medullary thymic epithelial cells	0.0
ENSG00000177669	MBOAT4	megakaryocyte progenitors	0.0
ENSG00000177669	MBOAT4	megakaryocyte-erythroid progenitors	0.6
ENSG00000177669	MBOAT4	megakaryocytes	0.0
ENSG00000177669	MBOAT4	melanocytes	0.0
ENSG00000177669	MBOAT4	mesothelial cells	1.0
ENSG00000177669	MBOAT4	microglia	0.5
ENSG00000177669	MBOAT4	migrating cytotrophoblasts	0.0
ENSG00000177669	MBOAT4	monocyte progenitors	0.4
ENSG00000177669	MBOAT4	monocytes	0.4
ENSG00000177669	MBOAT4	mucous neck cells	0.8
ENSG00000177669	MBOAT4	müller glia	0.0
ENSG00000177669	MBOAT4	myonuclei	0.4
ENSG00000177669	MBOAT4	myosatellite cells	0.8
ENSG00000177669	MBOAT4	neuroendocrine cells	41.7
ENSG00000177669	MBOAT4	neutrophil progenitors	0.4
ENSG00000177669	MBOAT4	neutrophils	1.8
ENSG00000177669	MBOAT4	nk-cells	4.1
ENSG00000177669	MBOAT4	ocular epithelial cells	0.2
ENSG00000177669	MBOAT4	oligodendrocyte progenitor cells	0.3
ENSG00000177669	MBOAT4	oligodendrocytes	0.3
ENSG00000177669	MBOAT4	oocytes	0.0
ENSG00000177669	MBOAT4	other brain neurons	0.6
ENSG00000177669	MBOAT4	ovarian stromal cells	0.2
ENSG00000177669	MBOAT4	pancreatic acinar cells	0.7
ENSG00000177669	MBOAT4	pancreatic duct cells	6.8
ENSG00000177669	MBOAT4	pancreatic islet cells	40.8
ENSG00000177669	MBOAT4	paneth cells	0.0
ENSG00000177669	MBOAT4	papillary tip epithelial cells	0.2
ENSG00000177669	MBOAT4	parietal cells	1.8
ENSG00000177669	MBOAT4	pdcs	1.3
ENSG00000177669	MBOAT4	pericytes	0.2
ENSG00000177669	MBOAT4	peritubular myoid cells	0.0
ENSG00000177669	MBOAT4	pituicytes/fscs	0.0
ENSG00000177669	MBOAT4	pituitary stem cells	0.0
ENSG00000177669	MBOAT4	plasma cells	0.3
ENSG00000177669	MBOAT4	platelets	0.0
ENSG00000177669	MBOAT4	podocytes	0.3
ENSG00000177669	MBOAT4	prostatic club cells	0.0
ENSG00000177669	MBOAT4	prostatic glandular cells	0.1
ENSG00000177669	MBOAT4	prostatic hillock cells	0.0
ENSG00000177669	MBOAT4	proximal tubule cells	0.2
ENSG00000177669	MBOAT4	renal collecting duct intercalated cells	0.1
ENSG00000177669	MBOAT4	renal collecting duct principal cells	0.3
ENSG00000177669	MBOAT4	renal connecting tubule cells	0.1
ENSG00000177669	MBOAT4	respiratory basal cells	0.2
ENSG00000177669	MBOAT4	respiratory ciliated cells	0.0
ENSG00000177669	MBOAT4	respiratory deuterosomal cells	0.0
ENSG00000177669	MBOAT4	respiratory ionocytes	0.0
ENSG00000177669	MBOAT4	respiratory secretory cells	0.0
ENSG00000177669	MBOAT4	retinal amacrine cells	0.0
ENSG00000177669	MBOAT4	retinal bipolar cells	0.1
ENSG00000177669	MBOAT4	retinal ganglion cells	0.0
ENSG00000177669	MBOAT4	retinal horizontal cells	0.0
ENSG00000177669	MBOAT4	retinal pigment epithelial cells	0.0
ENSG00000177669	MBOAT4	rod photoreceptor cells	0.2
ENSG00000177669	MBOAT4	salivary acinar cells	0.2
ENSG00000177669	MBOAT4	salivary basal cells	0.1
ENSG00000177669	MBOAT4	salivary duct cells	0.2
ENSG00000177669	MBOAT4	salivary ionocytes	0.4
ENSG00000177669	MBOAT4	salivary myoepithelial cells	1.3
ENSG00000177669	MBOAT4	schwann cells	0.4
ENSG00000177669	MBOAT4	sertoli cells	0.0
ENSG00000177669	MBOAT4	smooth muscle cells	0.0
ENSG00000177669	MBOAT4	somatotrophs	0.1
ENSG00000177669	MBOAT4	submucosal glandular cells	0.0
ENSG00000177669	MBOAT4	suprabasal keratinocytes	0.3
ENSG00000177669	MBOAT4	syncytiotrophoblasts	0.0
ENSG00000177669	MBOAT4	t-cells	8.0
ENSG00000177669	MBOAT4	thymic myoid cells	0.0
ENSG00000177669	MBOAT4	thymocytes	5.1
ENSG00000177669	MBOAT4	thyrotrophs	0.0
ENSG00000177669	MBOAT4	transitional alveolar cells	0.0
ENSG00000177669	MBOAT4	tuft cells	0.0
ENSG00000177669	MBOAT4	undifferentiated spermatogonia	0.1
ENSG00000177669	MBOAT4	urothelial cells	0.2
ENSG00000177669	MBOAT4	vascular endothelial cells	0.6
ENSG00000177669	MBOAT4	vascular smooth muscle cells	0.4
ENSG00000198829	SUCNR1	adipocytes	0.1
ENSG00000198829	SUCNR1	adrenal cortex cells	1.3
ENSG00000198829	SUCNR1	adrenal medulla cells	0.0
ENSG00000198829	SUCNR1	alveolar cells type 1	0.1
ENSG00000198829	SUCNR1	alveolar cells type 2	0.1
ENSG00000198829	SUCNR1	astrocytes	0.0
ENSG00000198829	SUCNR1	b-cells	0.1
ENSG00000198829	SUCNR1	basal keratinocytes	0.2
ENSG00000198829	SUCNR1	basal prostatic cells	0.0
ENSG00000198829	SUCNR1	bergmann glia	0.0
ENSG00000198829	SUCNR1	brain excitatory neurons	0.0
ENSG00000198829	SUCNR1	brain inhibitory neurons	0.0
ENSG00000198829	SUCNR1	breast hormone-responsive cells	0.0
ENSG00000198829	SUCNR1	breast lactating cells	0.0
ENSG00000198829	SUCNR1	breast myoepithelial cells	0.0
ENSG00000198829	SUCNR1	breast secretory cells	0.0
ENSG00000198829	SUCNR1	cardiomyocytes	0.0
ENSG00000198829	SUCNR1	cdc	7.3
ENSG00000198829	SUCNR1	cholangiocytes	2.0
ENSG00000198829	SUCNR1	choroid plexus epithelial cells	0.0
ENSG00000198829	SUCNR1	colonocytes	0.1
ENSG00000198829	SUCNR1	cone photoreceptor cells	0.0
ENSG00000198829	SUCNR1	conjunctival goblet cells	0.0
ENSG00000198829	SUCNR1	corticotrophs	0.0
ENSG00000198829	SUCNR1	cytotrophoblasts	0.1
ENSG00000198829	SUCNR1	decidual stromal cells	0.3
ENSG00000198829	SUCNR1	differentiating spermatogonia	0.0
ENSG00000198829	SUCNR1	distal convoluted tubule cells	2.6
ENSG00000198829	SUCNR1	early primary spermatocytes	0.0
ENSG00000198829	SUCNR1	early spermatids	0.7
ENSG00000198829	SUCNR1	endometrial ciliated cells	0.0
ENSG00000198829	SUCNR1	endometrial glandular cells	0.0
ENSG00000198829	SUCNR1	endometrial luminal cells	0.0
ENSG00000198829	SUCNR1	endometrial secretory cells	0.0
ENSG00000198829	SUCNR1	endometrial stromal cells	0.1
ENSG00000198829	SUCNR1	enteric stem cells	0.0
ENSG00000198829	SUCNR1	enteric transient amplifying cells	0.0
ENSG00000198829	SUCNR1	enterocytes	0.6
ENSG00000198829	SUCNR1	ependymal cells	0.1
ENSG00000198829	SUCNR1	epicardial cells	0.0
ENSG00000198829	SUCNR1	epididymal basal cells	0.0
ENSG00000198829	SUCNR1	epididymal clear cells	0.0
ENSG00000198829	SUCNR1	epididymal efferent duct absorptive cells	0.0
ENSG00000198829	SUCNR1	epididymal efferent duct ciliated cells	0.0
ENSG00000198829	SUCNR1	epididymal principal cells	0.0
ENSG00000198829	SUCNR1	erythrocyte progenitors	0.1
ENSG00000198829	SUCNR1	erythrocytes	0.2
ENSG00000198829	SUCNR1	esophageal apical cells	0.0
ENSG00000198829	SUCNR1	esophageal basal cells	0.0
ENSG00000198829	SUCNR1	esophageal suprabasal cells	0.0
ENSG00000198829	SUCNR1	extravillous trophoblasts	0.0
ENSG00000198829	SUCNR1	fallopian secretory cells	0.0
ENSG00000198829	SUCNR1	fallopian tube ciliated cells	0.0
ENSG00000198829	SUCNR1	fibro-adipogenic progenitors	2.6
ENSG00000198829	SUCNR1	fibroblasts	0.5
ENSG00000198829	SUCNR1	foveolar cells	0.0
ENSG00000198829	SUCNR1	gastric chief cells	0.0
ENSG00000198829	SUCNR1	gastric progenitor cells	6.4
ENSG00000198829	SUCNR1	goblet cells	0.0
ENSG00000198829	SUCNR1	gonadotrophs	0.0
ENSG00000198829	SUCNR1	granulosa cells	0.0
ENSG00000198829	SUCNR1	hematopoietic stem cells	2.4
ENSG00000198829	SUCNR1	hepatic stellate cells	0.0
ENSG00000198829	SUCNR1	hepatocytes	6.0
ENSG00000198829	SUCNR1	hofbauer cells	32.8
ENSG00000198829	SUCNR1	innate lymphoid cells	0.0
ENSG00000198829	SUCNR1	kupffer cells	120.9
ENSG00000198829	SUCNR1	lacrimal acinar cells	0.0
ENSG00000198829	SUCNR1	lactotrophs	0.0
ENSG00000198829	SUCNR1	late primary spermatocytes	0.0
ENSG00000198829	SUCNR1	late spermatids	0.5
ENSG00000198829	SUCNR1	leydig cells	0.0
ENSG00000198829	SUCNR1	loop of henle epithelial cells	11.2
ENSG00000198829	SUCNR1	lymphatic endothelial cells	0.2
ENSG00000198829	SUCNR1	macrophages	28.9
ENSG00000198829	SUCNR1	mast cells	0.2
ENSG00000198829	SUCNR1	medullary thymic epithelial cells	0.0
ENSG00000198829	SUCNR1	megakaryocyte progenitors	1.0
ENSG00000198829	SUCNR1	megakaryocyte-erythroid progenitors	0.0
ENSG00000198829	SUCNR1	megakaryocytes	6.2
ENSG00000198829	SUCNR1	melanocytes	0.0
ENSG00000198829	SUCNR1	mesothelial cells	0.5
ENSG00000198829	SUCNR1	microglia	34.1
ENSG00000198829	SUCNR1	migrating cytotrophoblasts	0.0
ENSG00000198829	SUCNR1	monocyte progenitors	9.9
ENSG00000198829	SUCNR1	monocytes	3.3
ENSG00000198829	SUCNR1	mucous neck cells	0.4
ENSG00000198829	SUCNR1	müller glia	0.0
ENSG00000198829	SUCNR1	myonuclei	0.0
ENSG00000198829	SUCNR1	myosatellite cells	0.0
ENSG00000198829	SUCNR1	neuroendocrine cells	0.0
ENSG00000198829	SUCNR1	neutrophil progenitors	74.9
ENSG00000198829	SUCNR1	neutrophils	5.1
ENSG00000198829	SUCNR1	nk-cells	0.1
ENSG00000198829	SUCNR1	ocular epithelial cells	0.0
ENSG00000198829	SUCNR1	oligodendrocyte progenitor cells	0.0
ENSG00000198829	SUCNR1	oligodendrocytes	0.1
ENSG00000198829	SUCNR1	oocytes	0.0
ENSG00000198829	SUCNR1	other brain neurons	0.0
ENSG00000198829	SUCNR1	ovarian stromal cells	0.1
ENSG00000198829	SUCNR1	pancreatic acinar cells	0.5
ENSG00000198829	SUCNR1	pancreatic duct cells	0.0
ENSG00000198829	SUCNR1	pancreatic islet cells	0.8
ENSG00000198829	SUCNR1	paneth cells	0.0
ENSG00000198829	SUCNR1	papillary tip epithelial cells	0.0
ENSG00000198829	SUCNR1	parietal cells	0.0
ENSG00000198829	SUCNR1	pdcs	4.6
ENSG00000198829	SUCNR1	pericytes	11.9
ENSG00000198829	SUCNR1	peritubular myoid cells	0.0
ENSG00000198829	SUCNR1	pituicytes/fscs	1.9
ENSG00000198829	SUCNR1	pituitary stem cells	0.0
ENSG00000198829	SUCNR1	plasma cells	0.3
ENSG00000198829	SUCNR1	platelets	94.7
ENSG00000198829	SUCNR1	podocytes	2.1
ENSG00000198829	SUCNR1	prostatic club cells	0.0
ENSG00000198829	SUCNR1	prostatic glandular cells	0.0
ENSG00000198829	SUCNR1	prostatic hillock cells	0.0
ENSG00000198829	SUCNR1	proximal tubule cells	14.7
ENSG00000198829	SUCNR1	renal collecting duct intercalated cells	2.3
ENSG00000198829	SUCNR1	renal collecting duct principal cells	1.2
ENSG00000198829	SUCNR1	renal connecting tubule cells	15.9
ENSG00000198829	SUCNR1	respiratory basal cells	0.0
ENSG00000198829	SUCNR1	respiratory ciliated cells	0.1
ENSG00000198829	SUCNR1	respiratory deuterosomal cells	0.0
ENSG00000198829	SUCNR1	respiratory ionocytes	25.4
ENSG00000198829	SUCNR1	respiratory secretory cells	1.3
ENSG00000198829	SUCNR1	retinal amacrine cells	0.0
ENSG00000198829	SUCNR1	retinal bipolar cells	0.0
ENSG00000198829	SUCNR1	retinal ganglion cells	0.0
ENSG00000198829	SUCNR1	retinal horizontal cells	0.0
ENSG00000198829	SUCNR1	retinal pigment epithelial cells	0.0
ENSG00000198829	SUCNR1	rod photoreceptor cells	0.0
ENSG00000198829	SUCNR1	salivary acinar cells	0.1
ENSG00000198829	SUCNR1	salivary basal cells	0.0
ENSG00000198829	SUCNR1	salivary duct cells	0.0
ENSG00000198829	SUCNR1	salivary ionocytes	0.0
ENSG00000198829	SUCNR1	salivary myoepithelial cells	0.0
ENSG00000198829	SUCNR1	schwann cells	2.1
ENSG00000198829	SUCNR1	sertoli cells	0.0
ENSG00000198829	SUCNR1	smooth muscle cells	0.1
ENSG00000198829	SUCNR1	somatotrophs	0.0
ENSG00000198829	SUCNR1	submucosal glandular cells	0.3
ENSG00000198829	SUCNR1	suprabasal keratinocytes	0.4
ENSG00000198829	SUCNR1	syncytiotrophoblasts	0.1
ENSG00000198829	SUCNR1	t-cells	0.3
ENSG00000198829	SUCNR1	thymic myoid cells	0.0
ENSG00000198829	SUCNR1	thymocytes	0.8
ENSG00000198829	SUCNR1	thyrotrophs	0.0
ENSG00000198829	SUCNR1	transitional alveolar cells	0.2
ENSG00000198829	SUCNR1	tuft cells	23.1
ENSG00000198829	SUCNR1	undifferentiated spermatogonia	0.2
ENSG00000198829	SUCNR1	urothelial cells	0.6
ENSG00000198829	SUCNR1	vascular endothelial cells	0.4
ENSG00000198829	SUCNR1	vascular smooth muscle cells	0.9
